,Utterance,Label
5670,"Keshu, hey enough enough enough.",non-humor
5671,Hey you know when Dilruba ji gave us this parrot,non-humor
5672,He told us then,non-humor
5673,That this speaks totally like a real parrot.,humor
5674,With gravity!,non-humor
5675,But he did not tell this,non-humor
5676,"That whatever he speaks, he speaks true.",humor
5677,Hey do not laugh do not laugh. Koki this is not a joke.,non-humor
5678,"Look, I'm telling you to remove this parrot from this house right now at this instant",non-humor
5679,Otherwise I will strangle it.,non-humor
5680,"No, papa, do not do this. Hey you shut up…",non-humor
5681,You shut up… Stay quiet.,non-humor
5682,"If you tell me what to do, then I'll break your leg!",non-humor
5683,Keshu!,non-humor
5684,Go inside.,non-humor
5685,"Go, go inside son. Go to your room.",non-humor
5686,What has happened to you?,non-humor
5687,What kind of language are your talking?,non-humor
5688,I will twist his neck.,non-humor
5689,I will break his leg. Does this,non-humor
5690,Give you glory or what?,non-humor
5691,"Oh what do I tell you, Koki?",non-humor
5692,"Since morning, not one thing I do is going right.",non-humor
5693,I went to the bathroom right in the morning,non-humor
5694,Put soap on my mouth,non-humor
5695,Then the water disappeared,humor
5696,"Then, I went to call with my mobile",non-humor
5697,Then there was no balance in my phone at all.,non-humor
5698,Went to call with the landline,non-humor
5699,Then the landline was off.,humor
5700,"Keshu… there is work on the metro going on below right, for that reason the phone line has been damaged.",non-humor
5701,"Not the phone line, my lifeline is damaged.",humor
5702,oh man!,non-humor
5703,Why are you speaking like this?,non-humor
5704,"Look, Keshu, you do not worry.",non-humor
5705,"That, that Pinky right, an astrologer is coming to her place today.",non-humor
5706,I am thinking…,non-humor
5707,do not even think.,humor
5708,do not even think,non-humor
5709,Do not even think about bringing that astrologer to this house.,non-humor
5710,Otherwise I will strangle that astrologer.,humor
5711,"Keshu, you're speaking like that again!",non-humor
5712,What has happened to you?,non-humor
5713,"Oh what do i do, Koki?",non-humor
5714,My mood is bad since this morning.,non-humor
5715,"Oh, Keshu…",non-humor
5716,Don’t speak like thus.,non-humor
5717,Look today is such a day of happiness.,non-humor
5718,What is today?,non-humor
5719,"Hey, you only had said that in the holidays of the last four days",non-humor
5720,You office was getting renovated and along with that,non-humor
5721,Your cabin is also going to be completely fresh.,non-humor
5722,So go to your fresh cabin with an absolutely fresh mood,non-humor
5723,My fresh cabin?,humor
5724,Yes.,non-humor
5725,"Oh that miserly Golgappa Sharma, he has till date",humor
5726,Never given air freshener in my room.,non-humor
5727,He will make my cabin fresh?,humor
5728,"Look, Koki, if he says something to me in front of everyone else today",non-humor
5729,Then today today…,non-humor
5730,"I will, in front of everyone, him!",humor
5731,"Keshu… oh, my! Keshu… Keshu!",humor
5732,"Hey, Keshu! I'm lightheaded!",non-humor
5733,What has happened to my Keshu?,non-humor
5734,I have never seen him so angry till today.,non-humor
5735,Blood…,non-humor
5736,Blood!,non-humor
5737,"Yes, it is written in your husband's future that someone is going to be killed by his hands",humor
5738,What is this you are saying?,non-humor
5739,Oh god god god!,humor
5740,Sade Sati has captured him tightly.,non-humor
5741,And for this reason tomorrow right at seven thirty ,non-humor
5742,Someone is going to be killed by your husband's hands.,humor
5743,what rubbish are you saying?,non-humor
5744,"To date, my Keshu has not even hit a mosquito.",non-humor
5745,"And, when he sees tomato sauce, sometimes he takes it for blood and faints.",humor
5746,It would be good if you go from here immediately.,non-humor
5747,My husband has a strong hatred for astrologers.,non-humor
5748,"And if he sees you here, then the prediction you told",non-humor
5749,Will come true on your head.,non-humor
5750,"You go, go",humor
5751,"Okay if you do not believe me, then bring me my fees.",non-humor
5752,"Yes, I will give you your fees.",non-humor
5753,"But after tomorrow evening, seven thirty pm.",non-humor
5754,That too if your prediction comes true.,humor
5755,But remember one thing.,non-humor
5756,Do not tell your husband about my prediction.,non-humor
5757,Otherwise right at that time,non-humor
5758,He can kill anybody.,humor
5759,Pinki!,non-humor
5760,"K-Koki, I think that you should",non-humor
5761,The people around Keshu Pa ji should be careful.,non-humor
5762,"Hey, Pinki, there is no need for that/",non-humor
5763,"""I will give strangle her!""",non-humor
5764,"""I will break his leg!""",non-humor
5765,"""I will twist his neck!""",humor
5766,What happened?,non-humor
5767,Pinki,non-humor
5768,"Pinki, since today morning right Keshu has been in a very different mood.",non-humor
5769,He was talking about absolutely strange things.,non-humor
5770,I will strangle ypu. I will twist your neck.,humor
5771,oh man!,non-humor
5772,I think I should go and caution everyone.,humor
5773,Yes.,humor
5774,"And Pinki, you are in the most danger.",humor
5775,What!,humor
5776,oh man!,non-humor
5777,"Oh ho ho ho, mi… god!",non-humor
5778,The office has become absolutely brand new.,non-humor
5779,"Absolutely shiny clean, a Bombay office.",non-humor
5780,Has Golgappa boss won a lottery or something?,humor
5781,"I do not know, sir.",non-humor
5782,So where did so much money come from?,non-humor
5783,"Sir, there is a saying right",non-humor
5784,Only the upper levels know the magic of the upper levels.,non-humor
5785,"Just like that, only boss knows what he does.",humor
5786,Wow! Wow! Wow! Wow!,non-humor
5787,"Yes, you know Gokhale hates main boss Kulkarni so much",humor
5788,Despite it,non-humor
5789,He made such a beautiful cabin for him.,non-humor
5790,Oh?,non-humor
5791,Has Kulkarni seen his new cabin?,non-humor
5792,That pitcher has not come yet.,humor
5793,"Mayankar, this bag…",non-humor
5794,Mayankar…,non-humor
5795,Yes sir.,non-humor
5796,Yes sir what!,non-humor
5797,You are sleeping in the office in the morning?,non-humor
5798,You get money of gold?,non-humor
5799,Are you not ashamed.,non-humor
5800,What do you have to do with that? Are you my boss?,humor
5801,"Look, control your tongue and talk.",non-humor
5802,"Otherwise, otherwise, I will strangle you.",humor
5803,I will also strangle you too!,humor
5804,Strangle me? How will you strangle me?,non-humor
5805,"Calm down calm down calm down, Kulkarni.",non-humor
5806,"Calm down, Kulkarni",non-humor
5807,"Mayankar, calm down Mayankar calm down. Calm down.",humor
5808,Explain it to him.,non-humor
5809,Otherwise I will cut him.,non-humor
5810,"Yes, you're a big man going to cut me!",non-humor
5811,Big man going to cut me.,non-humor
5812,He hasn't found anybody since the morning….,non-humor
5813,Lakshmi!,non-humor
5814,Sir!,non-humor
5815,I had given you a file last week to complete.,non-humor
5816,Is the file completed or not?,non-humor
5817,No sir.,non-humor
5818,No sir! Why!,humor
5819,"Sir, there was a lot of work pending from before actually sir.",non-humor
5820,Not one work is done properly.,non-humor
5821,"Go on, give me that file. I will only complete it.",non-humor
5822,"Give me the file, Lakshmi!",non-humor
5823,Late in this too.,humor
5824,Are you a girl or a joke?,non-humor
5825,Lipstick!,humor
5826,Oh no!,non-humor
5827,Nail polish! Powder.,humor
5828,What is all this?,non-humor
5829,"Makeup stuff, Lakshmi.",non-humor
5830,You come to the office to do your makeup?,humor
5831,That's why… that's why these files are incomplete.,non-humor
5832,You're of no use at all!,non-humor
5833,You guys are worthless. You are chumps!,humor
5834,None of you can do one work properly.,non-humor
5835,Slackers all of you ,non-humor
5836,"Sir, you can not talk to us in this way.",humor
5837,And sir if you do talk to us,non-humor
5838,Then you cannot tear up this file and throw it at us.,non-humor
5839,Hey you are talking about throwing the file?,non-humor
5840,I will throw you too.,humor
5841,Mister Kulkarni cannot behave with us like this.,humor
5842,We will go to the HR.,humor
5843,Go where you want to go.,humor
5844,"Whoever wants to file a complaint, do it.",humor
5845,Do not tell me what to do!,non-humor
5846,Move! Move! Move!,non-humor
5847,"Hey Kulkarni, listen!",non-humor
5848,Kulkarni…,humor
5849,What has happened to you?,non-humor
5850,"Oh what do I tell you, Gokhale",non-humor
5851,"Since morning , I can't do one thing properly, man.",non-humor
5852,What happened?,non-humor
5853,What happened?,non-humor
5854,"In the morning, that rascal Dilruba gave such a toy parrot in Chintu's hand",non-humor
5855,That repeatedly calls me stupid.,humor
5856,What are you laughing for? Am I stupid?,non-humor
5857,No no,humor
5858,"Then, there was a bald man sitting next to me on the train",non-humor
5859,He had jasmine oil on his head,non-humor
5860,"That is it. That's why I told him, brother sit a little bit away from me.",non-humor
5861,"He got angry, man.",non-humor
5862,"The bald man beat me a lot, beat me a lot.",humor
5863,"And right on coming here, this staff of ours",non-humor
5864,I got into a quarrel with the staff,non-humor
5865,"But, Kulkarni, what's the benefit from getting so angry.",non-humor
5866,"So what do I do, Gokhale? What do I do?",non-humor
5867,Listen. First of all you,non-humor
5868,Go and ask for forgiveness from the staff.,non-humor
5869,Forgiveness!,non-humor
5870,This Keshav Dhondova Kulkarni will ask for forgiveness!,non-humor
5871,Never.,humor
5872,"Look Kulkarnie, there is good for you in what I say.",non-humor
5873,"Otherwise, your job will be lost for no reason.",non-humor
5874,Yes fine if it's going let it go,non-humor
5875,Those people are very angry.,non-humor
5876,They will file a complaint with the HR.,non-humor
5877,Yeah so if they doing it then let them.,non-humor
5878,"Kulkarni, this is not about you",non-humor
5879,Think about Koki sister-in-law.,humor
5880,Think about Chintu.,non-humor
5881,If you lose your job then what will they eat?,humor
5882,"Yeah man, Gokhale. Maybe you are right.",non-humor
5883,I should ask for forgiveness from everyone.,non-humor
5884,"Correct, come now first of all, ask for forgiveness from me.",non-humor
5885,I'm really - hey!,humor
5886,I'm joking.,non-humor
5887,"Oh then, it is okay.",non-humor
5888,Okay Gokhale do one thing you go out and manage everything,non-humor
5889,Until then I will meet Golgappa and come.,non-humor
5890,Ok.,non-humor
5891,Koki sister in law!,non-humor
5892,"Yes, sister-in-law tell me! What!",humor
5893,"No, no no! Koki sister in law, you do not worry.",non-humor
5894,I am there. I will manage everything.,non-humor
5895,Yes.,humor
5896,"What happened, Gokhale man?",non-humor
5897,Anything serious?,humor
5898,"Very very serious! Listen, all of you.",non-humor
5899,Nobody will bother Keshav Kulkarni till tomorrow evening seven thirty pm.,non-humor
5900,why? ,non-humor
5901,"Because, there is going to be a murder by his hands.",non-humor
5902,What!,non-humor
5903,People of the staff! I mean,humor
5904,I wanted to say sorry to you all.,non-humor
5905,I say sorry with a true heart for the way I behaved with you all today.,non-humor
5906,"Lakshmi. Lakshmi, Lakshmi, I should not have thrown your makeup kit, Lakshmi.",non-humor
5907,I made a mistake.,non-humor
5908,Hit me. Hit me with the same filer.,humor
5909,"Hit me Lakshmi, hit me.",non-humor
5910,"Lakshmi, hit me. Lakshmi, hit me.",non-humor
5911,"Maria! Maria, you must be able to understand me.",non-humor
5912,"Maria, I would like to die by your hands.",non-humor
5913,"Maria… fine, kill me by strangling me.",humor
5914,It will do it will do. Maria… Maria…,non-humor
5915,Bombay man… Bombay man,non-humor
5916,"You wanted to go to the HR, didn't you?",humor
5917,"No, no.",humor
5918,There is no need to go now.,humor
5919,You… you punish me.,non-humor
5920,"Punish me, what did I not say to you",non-humor
5921,I've forgotten. I've forgotten.,humor
5922,Wait.,non-humor
5923,I forgot.,humor
5924,Gokhale,non-humor
5925,"You are my real friend, aren't you Gokhale?",non-humor
5926,"You asked me to ask forgiveness from everybody, didn't you?",non-humor
5927,"Punish me, Gokhale. Hit me!",non-humor
5928,Hit me with this only.,humor
5929,Hey what has happened to everyone,non-humor
5930,Why are you all running like this?,non-humor
5931,"I'm hardly going to kill anyone, am I",humor
5932,Say K for Keshav,non-humor
5933,K for Keshav stupid,humor
5934,Say this D for Dilruba ,non-humor
