,index,Utterance,Label,translated
4735,72,लेकिन मेरा कसूर क्या है,non-humor,But what is my fault
4736,73,पिछले जन्म में तुमने  16 साल की नाबालिग लड़की का किडनैप किया था।,non-humor,"In the last birth, you kidnap the 16-year-old minor girl."
4737,74,अपने पिछले जीवन में।,non-humor,In your last life
4738,75,अरे मैंने किडनैप थोड़ी ना किया था।,non-humor,Hey I did not do Kidnap.
4739,76,वो तो अपने आप मेरे साथ आई थी।,humor,He came with me.
4740,77,बहुत टपोरी लड़की थी।,non-humor,There was a lot of tipori girl.
4741,78,उसको ढ़ूढ़ो,humor,Find him
4742,79,शट अप,non-humor,shut up
4743,80,फिर भी पिछले जन्म में उसकी उम्र 16 साल की थी।,non-humor,"Yet, he was 16 years old in the last birth."
4744,81,इसलिए इस जन्म में पुलिस की नजर में तुम गुनेहगार बनते हो।,non-humor,"Therefore, in the eyes of the police, you become crushed."
4745,82,समझे,non-humor,Understand
4746,83,कितनी ओवरएक्टिंग कर रहे हैं ना केशू जी,non-humor,How are you doing Na Keshu
4747,84,हां आप ही के फैन हैं ना।,humor,Yes you are the fan of you
4748,85,वो तो पिछले जन्म की बीत है है ना,non-humor,He has passed the last birth
4749,86,भूल जाइए ना। प्लीज।,non-humor,Do not forgetPlease.
4750,87,अब तक उसका बाप जिंदा हैं।,humor,So far his father is alive.
4751,88,ऐ धोती उतर जाएगी।,humor,Ai dhota will fall.
4752,89,और तुमने उसके सामने तुम्हारा गुनाह कबूल किया है।,non-humor,And you have confessed your crime in front of him.
4753,90,किया की नहीं।। किया की नहीं।। किया की नहीं,humor,Not done ..Not done ..Not done
4754,91,हाँ मैंने किया है।,non-humor,"Yes, I did it."
4755,92,लेकिन मेरा बाप छोटुमल मोटुमल उनको आने दीजिए ना प्लीज।,non-humor,But my father Chhotumal Motumal should come to them.
4756,93,ऐ छोरे,non-humor,Ai chi
4757,94,ये देख ,non-humor,See this
4758,95,तेरे पिता जी आ गए छोटूमल मोटुमल।,non-humor,Your father came Chhotumal Motumal
4759,96,दे दे कुछ दे दे ।।,humor,Give me something ..
4760,97,भगवान के नाम पर कुछ दे दे।,humor,Give something in the name of God.
4761,98,कुछ खाने को दे ।।,humor,Give something to eat.
4762,99,ये ये कौन है,non-humor,Who is this
4763,100,ये है तुम्हारा बाप पिता छोटूमल मोटुमल।,humor,This is your father father Chotumal Motumal.
4764,101,ये भिखारी,non-humor,This beggar
4765,102,अरे छोटूमल,non-humor,Hey Chhotumal
4766,103,ये है तुम्हारा छोरा,non-humor,This is your choice
4767,104,गोपी।,humor,Gopi
4768,105,गोपी मेरा बेटा गोपी ।।,humor,Gopi my son Gopi ..
4769,106,मेरे बुढ़ापे का सहारा। मेरा बेटा गोपी,humor,Sahara of my old ageMy son Gopi
4770,107,ऐ छी छ छ छी ।।,humor,Nice sixty six.
4771,108,डॉल,humor,Doll
4772,109,मुझे बचाओ डॉल।,non-humor,Save me dolls
4773,110,डॉल मुझे बचाओ,non-humor,Save me doll
4774,111,कौन डॉल,non-humor,Who doll
4775,112,मैं तो तुम्हारी सौतेली माँ हूँ बेटा,humor,I am your stepmother son
4776,113,डॉल डॉल प्लीज मुझे माफ करो।,non-humor,Please forgive doll dolls.
4777,114,मुझसे गलती हो गई डॉल,humor,Doll
4778,115,ओह तो अब तुम्हें सब याद आ गया,non-humor,Oh so now all you remember
4779,116,या या सब याद आ गया।,non-humor,Or or all remembered.
4780,117,पहले ये बताओ कि ये सब किया क्यो तुमने,non-humor,First tell me why you did all this
4781,118,इस लिए ताकि मेरा नाम जगह जगह छपे।,humor,So that my name is printed in place.
4782,119,अच्छा तुम्हारा नाम क्या है,non-humor,good what is your name
4783,120,दिलरुबा जरनैल सिंह खुराना।,humor,Diliruba Jarnail Singh Khurana
4784,121,और अब तुम्हारा नाम क्या है,non-humor,And now what's your name
4785,122,दिलरुबा तुम्हारा पति पुराना। दिल,humor,Diluruba your husband is oldHeart
4786,123,दिल।,non-humor,Heart.
4787,124,हाँ राइट।,non-humor,Yes right.
4788,125,अब सॉरी बोलो।,non-humor,Say sorry now
4789,126,सॉरी,non-humor,Sorry
4790,127,फिर से सॉरी बोलो।,non-humor,Say sorry again.
4791,128,अरे बाबा सॉरी एक बार नहीं दस बार नहीं,non-humor,Hey baba sorry not once not ten times
4792,129,हजार बार नही लाख अरब बार सॉरी सॉरी सॉरी सॉरी,humor,Hundred times no millions of sorry sorry
4793,130,वेरी गुड दिल। अब मुझे ही नहीं सब को सॉरी बोलो ओके,non-humor,Very good heartNow I do not have to say sorry ok
4794,131,पहले वहां से शुरु करें।,non-humor,Start before there.
4795,132,गो।,non-humor,Go.
4796,133,सॉरी मुझे माफ कर देना पहलवान जी,non-humor,Sorry forgive me
4797,134,इट्स ओके दिलरुबा जी।,humor,It's OK Diliruba ji
4798,135,ये तो बॉस हैं शर्मा जी।,non-humor,This is a boss Sharma.
4799,136,शर्मा जी।।,non-humor,Sharma ji..
4800,137,अब वहां सॉरी बोलो।,non-humor,Now speak sorry there.
4801,138,गोपी गोपी आ आ आ ,non-humor,Gopi Gopi
4802,139,दूर रहोदूर रहो,non-humor,Stay away
4803,140,गोपी बेटा आ आ।,non-humor,Gopi son comes
4804,141,सॉरी भीखू भइया भीखारी भइया। सॉरी मुझे माफ़ करना। प्लीज सॉरी।,non-humor,Sori Bhikhu Bhaiya Bhikari BhaiyaSorry forgive mePlease sorry
4805,142,ओके,humor,Ok
4806,143,ये तो गोखले है,non-humor,This is Gokhale
4807,144,चल हट।,non-humor,Move out.
4808,145,इंस्पेक्टर साहब प्लीज मुझे माफ़ कर दो प्लीज मैं हाथ जोड़ता हूं प्लीज मुझे माफ़ कर दो,humor,Inspector Saheb Please forgive me please give me hand please forgive me
